tRCD in ns,retention,FehlerAbs,FehlerProzent
2.85714,60,505626,7.71524
5.71429,60,4587,0.0699921
8.57143,60,2126,0.0324402
11.4286,60,2233,0.0340729
14.2857,60,2239,0.0341644
17.1429,60,2386,0.0364075
20,60,2274,0.0346985
22.8571,60,2379,0.0363007
2.85714,80,788943,12.0383
5.71429,80,8296,0.126587
8.57143,80,4673,0.0713043
11.4286,80,4832,0.0737305
14.2857,80,4743,0.0723724
17.1429,80,4912,0.0749512
20,80,4907,0.0748749
22.8571,80,5123,0.0781708
2.85714,100,570127,8.69945
5.71429,100,12009,0.183243
8.57143,100,8515,0.129929
11.4286,100,8288,0.126465
14.2857,100,8189,0.124954
17.1429,100,8400,0.128174
20,100,8591,0.131088
22.8571,100,8793,0.134171
2.85714,120,795311,12.1355
5.71429,120,16302,0.248749
8.57143,120,13392,0.204346
11.4286,120,12771,0.19487
14.2857,120,13124,0.200256
17.1429,120,13174,0.201019
20,120,13123,0.200241
22.8571,120,13294,0.20285
2.5,0,758113,11.5679
5,0,3490,0.0532532
7.5,0,0,0
10,0,0,0
12.5,0,0,0
15,0,0,0
17.5,0,0,0
20,0,0,0
2.5,20,768602,11.7279
5,20,3616,0.0551758
7.5,20,77,0.00117493
10,20,87,0.00132751
12.5,20,87,0.00132751
15,20,90,0.00137329
17.5,20,102,0.0015564
20,20,83,0.00126648
2.5,40,762160,11.6296
5,40,4206,0.0641785
7.5,40,723,0.0110321
10,40,817,0.0124664
12.5,40,762,0.0116272
15,40,807,0.0123138
17.5,40,906,0.0138245
20,40,806,0.0122986
2.5,60,756338,11.5408
5,60,5729,0.0874176
7.5,60,2323,0.0354462
10,60,2410,0.0367737
12.5,60,2430,0.0370789
15,60,2593,0.039566
17.5,60,2463,0.0375824
20,60,2591,0.0395355
2.5,80,754041,11.5058
5,80,7988,0.121887
7.5,80,4811,0.07341
10,80,5004,0.076355
12.5,80,4865,0.074234
15,80,5045,0.0769806
17.5,80,5016,0.0765381
20,80,5247,0.0800629
2.5,100,752176,11.4773
5,100,11661,0.177933
7.5,100,8582,0.130951
10,100,8340,0.127258
12.5,100,8247,0.125839
15,100,8457,0.129044
17.5,100,8654,0.13205
20,100,8856,0.135132
2.5,120,751042,11.46
5,120,15177,0.231583
7.5,120,13409,0.204605
10,120,12819,0.195602
12.5,120,13184,0.201172
15,120,13216,0.20166
17.5,120,13188,0.201233
20,120,13352,0.203735
2.22222,0,782280,11.9366
4.44444,0,3766,0.0574646
6.66667,0,0,0
8.88889,0,0,0
11.1111,0,0,0
13.3333,0,0,0
15.5556,0,0,0
17.7778,0,0,0
2.22222,20,782616,11.9418
4.44444,20,8094,0.123505
6.66667,20,77,0.00117493
8.88889,20,75,0.00114441
11.1111,20,67,0.00102234
13.3333,20,70,0.00106812
15.5556,20,77,0.00117493
17.7778,20,65,0.000991821
2.22222,40,783601,11.9568
4.44444,40,5587,0.0852509
6.66667,40,785,0.0119781
8.88889,40,759,0.0115814
11.1111,40,720,0.0109863
13.3333,40,755,0.0115204
15.5556,40,861,0.0131378
17.7778,40,757,0.0115509
2.22222,60,780504,11.9095
4.44444,60,7441,0.113541
6.66667,60,2307,0.035202
8.88889,60,2398,0.0365906
11.1111,60,2415,0.03685
13.3333,60,2569,0.0391998
15.5556,60,2455,0.0374603
17.7778,60,2577,0.0393219
2.22222,80,783795,11.9598
4.44444,80,19616,0.299316
6.66667,80,4890,0.0746155
8.88889,80,5004,0.076355
11.1111,80,4874,0.0743713
13.3333,80,5056,0.0771484
15.5556,80,5034,0.0768127
17.7778,80,5253,0.0801544
2.22222,100,783318,11.9525
4.44444,100,11623,0.177353
6.66667,100,8589,0.131058
8.88889,100,8363,0.127609
11.1111,100,8256,0.125977
13.3333,100,8467,0.129196
15.5556,100,8677,0.132401
17.7778,100,8890,0.135651
2.22222,120,784109,11.9646
4.44444,120,23201,0.354019
6.66667,120,13431,0.204941
8.88889,120,12835,0.195847
11.1111,120,13183,0.201157
13.3333,120,13222,0.201752
15.5556,120,13207,0.201523
17.7778,120,13358,0.203827
2,0,791975,12.0846
4,0,608560,9.28589
6,0,2909,0.0443878
8,0,0,0
10,0,0,0
12,0,0,0
14,0,0,0
16,0,0,0
2,20,791469,12.0769
4,20,121090,1.84769
6,20,564,0.00860596
8,20,85,0.001297
10,20,82,0.00125122
12,20,92,0.00140381
14,20,106,0.00161743
16,20,84,0.00128174
2,40,792617,12.0944
4,40,228440,3.48572
6,40,1931,0.0294647
8,40,844,0.0128784
10,40,791,0.0120697
12,40,844,0.0128784
14,40,926,0.0141296
16,40,819,0.0124969
2,60,792078,12.0862
4,60,224476,3.42523
6,60,4020,0.0613403
8,60,2507,0.0382538
10,60,2491,0.0380096
12,60,2659,0.0405731
14,60,2502,0.0381775
16,60,2654,0.0404968
2,80,788996,12.0391
4,80,344375,5.25475
6,80,6578,0.100372
8,80,5114,0.0780334
10,80,4952,0.0755615
12,80,5129,0.0782623
14,80,5092,0.0776978
16,80,5295,0.0807953
2,100,791777,12.0816
4,100,400685,6.11397
6,100,10543,0.160873
8,100,8429,0.128616
10,100,8307,0.126755
12,100,8560,0.130615
14,100,8761,0.133682
16,100,8968,0.136841
2,120,791516,12.0776
4,120,404302,6.16916
6,120,15291,0.233322
8,120,12868,0.19635
10,120,13227,0.201828
12,120,13272,0.202515
14,120,13247,0.202133
16,120,13399,0.204453
