Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,fbff7fffffffdfff,fffeffffffffdfff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
1,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
2,bfffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
3,f7fffffeffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
4,fbff7fffffffdfff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
5,fffefffffffffffb,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
6,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
7,ffff7fffff7ffdff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
8,f7ffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
9,f7ff7fffff7fffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
10,ffdfffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
11,bfffbfffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
12,ffff7fffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
13,f7ff7fffff7fffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
14,ffefffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
15,fffeffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
16,ffffffffefffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
17,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
18,fffffffedeffff7f,fffffffffeffffff,fffffffffeffffff,fffffffffeffffff,fffffffffeffffff
19,bffffffffeffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
20,fffeffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
21,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
22,ffffffffff7fffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
23,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
24,bfffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
25,ffdf7fffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
26,fffffffffeffdffb,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
27,ffffffffffbffff7,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
28,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
29,ffdf7fffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff,ffffffffffffffff
