tRCD in ns,retention,FehlerAbs,FehlerProzent
10,40,824,0.0125732
12.5,40,847,0.0129242
15,40,797,0.0121613
17.5,40,861,0.0131378
20,40,858,0.013092
2.5,60,182689,2.78761
5,60,3139,0.0478973
7.5,60,2675,0.0408173
10,60,2761,0.0421295
12.5,60,2945,0.0449371
15,60,2877,0.0438995
17.5,60,2716,0.0414429
20,60,2762,0.0421448
2.5,80,156638,2.39011
5,80,6322,0.0964661
7.5,80,5895,0.0899506
10,80,5555,0.0847626
12.5,80,6008,0.0916748
15,80,6284,0.0958862
17.5,80,6242,0.0952454
20,80,6345,0.096817
2.5,100,155356,2.37054
5,100,10379,0.158371
7.5,100,10060,0.153503
10,100,10683,0.16301
12.5,100,10633,0.162247
15,100,10178,0.155304
17.5,100,10568,0.161255
20,100,11036,0.168396
2.5,120,140778,2.1481
5,120,16776,0.255981
7.5,120,16173,0.24678
10,120,15229,0.232376
12.5,120,16311,0.248886
15,120,16203,0.247238
17.5,120,16498,0.25174
20,120,16168,0.246704
2.22222,0,149686,2.28403
4.44444,0,453,0.00691223
6.66667,0,0,0
8.88889,0,0,0
11.1111,0,0,0
13.3333,0,0,0
15.5556,0,0,0
17.7778,0,0,0
2.22222,20,144277,2.20149
4.44444,20,154,0.00234985
6.66667,20,69,0.00105286
8.88889,20,58,0.00088501
11.1111,20,79,0.00120544
13.3333,20,68,0.0010376
15.5556,20,73,0.00111389
17.7778,20,625,0.00953674
2.22222,40,202397,3.08833
4.44444,40,1128,0.0172119
6.66667,40,850,0.01297
8.88889,40,798,0.0121765
11.1111,40,822,0.0125427
13.3333,40,786,0.0119934
15.5556,40,855,0.0130463
17.7778,40,842,0.0128479
2.22222,60,175684,2.68073
4.44444,60,3037,0.0463409
6.66667,60,2646,0.0403748
8.88889,60,2723,0.0415497
11.1111,60,2907,0.0443573
13.3333,60,2831,0.0431976
15.5556,60,2705,0.041275
17.7778,60,2735,0.0417328
2.22222,80,156994,2.39554
4.44444,80,6224,0.0949707
6.66667,80,5803,0.0885468
8.88889,80,5454,0.0832214
11.1111,80,5910,0.0901794
13.3333,80,6177,0.0942535
15.5556,80,6084,0.0928345
17.7778,80,6231,0.0950775
2.22222,100,155488,2.37256
4.44444,100,10250,0.156403
6.66667,100,9884,0.150818
8.88889,100,10503,0.160263
11.1111,100,10432,0.15918
13.3333,100,9991,0.152451
15.5556,100,10332,0.157654
17.7778,100,10795,0.164719
2.22222,120,137660,2.10052
4.44444,120,16479,0.25145
6.66667,120,15850,0.241852
8.88889,120,14914,0.22757
11.1111,120,15954,0.243439
13.3333,120,15815,0.241318
15.5556,120,16062,0.245087
17.7778,120,15724,0.239929
2,0,150456,2.29578
4,0,444,0.0067749
6,0,0,0
8,0,0,0
10,0,0,0
12,0,0,0
14,0,0,0
16,0,0,0
2,20,142594,2.17581
4,20,141,0.00215149
6,20,74,0.00112915
8,20,60,0.000915527
10,20,80,0.0012207
12,20,71,0.00108337
14,20,74,0.00112915
16,20,637,0.00971985
2,40,201459,3.07402
4,40,1144,0.0174561
6,40,849,0.0129547
8,40,797,0.0121613
10,40,817,0.0124664
12,40,783,0.0119476
14,40,846,0.0129089
16,40,844,0.0128784
2,60,171482,2.61661
4,60,3030,0.0462341
6,60,2628,0.0401001
8,60,2716,0.0414429
10,60,2874,0.0438538
12,60,2785,0.0424957
14,60,2651,0.040451
16,60,2690,0.0410461
2,80,153539,2.34282
4,80,6136,0.0936279
6,80,5708,0.0870972
8,80,5364,0.0818481
10,80,5799,0.0884857
12,80,6068,0.0925903
14,80,5982,0.0912781
16,80,6141,0.0937042
2,100,153986,2.34964
4,100,10068,0.153625
6,100,9800,0.149536
8,100,10359,0.158066
10,100,10326,0.157562
12,100,9875,0.150681
14,100,10233,0.156143
16,100,10685,0.16304
2,120,145640,2.22229
4,120,16352,0.249512
6,120,15710,0.239716
8,120,14771,0.225388
10,120,15802,0.241119
12,120,15670,0.239105
14,120,15923,0.242966
16,120,15584,0.237793
