Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,bfffffeffffa6fbf,200430e20c000e20,0,0,0
1,b7fafffffffeffff,30dc8e200400,0,0,0
2,ffffebeff3fff5bf,c20cc80100400,0,0,0
3,fefd7e7fffefffa7,104cc4008401,0,0,0
4,bfffffeffffa6fbf,200430e20c000e20,0,0,0
5,f7efffefedefedef,20e884008c02,0,0,0
6,7cdfbdf7dedbfef5,10d4c4100401,0,0,0
7,dffff7fffff7ff7f,148124c8010c000,0,0,0
8,bfffffeffffa6fbf,208430ee0c000c21,0,0,0
9,b7fafffffffeffff,200830ccec30c602,0,0,0
10,ffffefeff3fff5bf,c20cc8030c420,0,0,0
11,fefd7e7fffffffa7,325ccc008c01,0,0,0
12,bfffffeffffa6fbf,208430ee0c000c21,0,0,0
13,f7efffefedefedef,420e88c218c02,0,0,0
14,7cdf9df7dedffef5,10d4c4104401,0,0,0
15,dffef7fffff7ff7f,16832cc8c30cc03,0,0,0
16,bfffffef7ffa6fbf,208430ee0c000c21,0,0,0
17,b7fafffffffeffff,200830dccc30c202,0,0,0
18,ffffebeff3fff5bf,c20cc80100400,0,0,0
19,fefd7e7fffefffa7,4000325ccc008501,0,0,0
20,bfffffef7ffa6fbf,208430ee0c000c21,0,0,0
21,f7efffefedefedef,420e88c208c02,0,0,0
22,7cdfbdf7dedbfef5,10d4c410c401,0,0,0
23,dffef7fffff7ff7f,14c32cc9c30cc03,0,0,0
24,bfffffef7ffa6fbf,208430ee0c100c23,0,0,0
25,b7fafffffffeffff,200830cdce32c602,0,0,0
26,ffffebeff3fffdbf,8c20cc8030c401,0,0,0
27,fefd7e7fffefffa7,325cce008c01,0,0,0
28,bfffffef7ffa6fbf,208430ee0c100c23,0,0,0
29,f7efffefedefedef,420e88c218c02,0,0,0
30,7cdfbdf7dedbfff7,810d4c410c401,0,0,0
31,dffef7ffffffff7f,14832ccac30ce03,0,0,0
32,bfffffeffffa6fbf,200c30ee0c000c21,0,0,0
33,a7fafffffffeffff,200830dccc30c402,0,0,0
34,ffffebeff3fff5bf,8c20cc80308420,0,0,0
35,fefd7e7fffefffa7,325ccc008d01,0,0,0
36,bfffffeffffa6fbf,200c30ee0c000c21,0,0,0
37,f7efffefedefedef,420e88d208c02,0,0,0
38,7cdf9df7dedbfef5,810f4c410c401,0,0,0
39,dffef7fffff7ff7f,14c32cc8c30cc03,0,0,0
40,bfffffeffffa6fbf,208c30ee0c000c23,0,0,0
41,b7fafffffffeffff,200830dccc32c602,0,0,0
42,ffffebeff3fff5bf,8c20cc80308400,0,0,0
43,fefd7f7fffefffa7,325dcc008c01,0,0,0
44,bfffffeffffa6fbf,208c30ee0c000c23,0,0,0
45,f7efffebedefedef,420e88d208c02,0,0,0
46,7cdfbdf7dedbfef5,810f4c410c401,0,0,0
47,dffff7fffff7ff7f,14c32cc8c30ce03,0,0,0
48,bfffffeffffa6fbf,200c30ee0c000c23,0,0,0
49,b7fafffffffeffff,200830dccc30c602,0,0,0
50,ffffebeff3fff5bf,8c20cc8030c421,0,0,0
51,fefd7e7fffefffaf,325cce008c01,0,0,0
52,bfffffeffffa6fbf,200c30ee0c000c23,0,0,0
53,f7efffefedefedef,430e88d218c02,0,0,0
54,7cdf9df7dedbfff5,c10f4c410c401,0,0,0
