Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,143ce22f802e08,0,0,0,0
1,20dfa6b42200,0,0,0,0
2,20ceb2800500,0,0,0,0
3,5c7da600a500,0,0,0,0
4,143ce22f802e08,0,0,0,0
5,2428eaa5048400,0,0,0,0
6,18f2c6102600,0,0,0,0
7,20b65cb210e200,0,0,0,0
8,20153cee2f802e88,0,0,0,0
9,830dfaeb4a200,0,0,0,0
10,1c22ceb2800400,0,0,0,0
11,5e7df600a500,0,0,0,0
12,20153cee2f802e88,0,0,0,0
13,438eaa504a402,0,0,0,0
14,18f6c610a601,0,0,0,0
15,120b6deba10e601,0,0,0,0
16,20143cee2fa02e09,0,0,0,0
17,200830dfaeb4a200,0,0,0,0
18,81c22eeb280a500,0,0,0,0
19,7e7de600af00,0,0,0,0
20,20143cee2fa02e09,0,0,0,0
21,2438eaad24ac42,0,0,0,0
22,80018f6c650e601,0,0,0,0
23,130b6debf14e603,0,0,0,0
24,20143cee2fa02e89,0,0,0,0
25,830dfaeb4a200,0,0,0,0
26,1422eeb2808500,0,0,0,0
27,5e7de600a700,0,0,0,0
28,20143cee2fa02e89,0,0,0,0
29,2438eaad24ac42,0,0,0,0
30,80018f6c610e601,0,0,0,0
31,130b6dcbe14e601,0,0,0,0
32,20143cee2fa02e09,0,0,0,0
33,832dfaeb4a208,0,0,0,0
34,1c22eeb280a500,0,0,0,0
35,15e7df600af00,0,0,0,0
36,20143cee2fa02e09,0,0,0,0
37,438eaa524ac42,0,0,0,0
38,18f6c610e601,0,0,0,0
39,8120b6debb14e603,0,0,0,0
40,20143cee2fb02e89,0,0,0,0
41,10832dfaeb4a200,0,0,0,0
42,1c2aeeb2808520,0,0,0,0
43,5e7df600af00,0,0,0,0
44,20143cee2fb02e89,0,0,0,0
45,43ceaad24ac42,0,0,0,0
46,80018f6c650e601,0,0,0,0
47,930b6deb914e603,0,0,0,0
48,20143cee2fa02e89,0,0,0,0
49,200870dfaeb4a608,0,0,0,0
50,81c22eeb288a520,0,0,0,0
51,5e7de600af00,0,0,0,0
52,20143cee2fa02e89,0,0,0,0
53,243ceead24ac42,0,0,0,0
54,80018f6c650e601,0,0,0,0
55,8138b6dcbf14e603,0,0,0,0
56,20143cee2fa02eab,0,0,0,0
57,8b0dfaeb4a648,0,0,0,0
58,1c22eeb280a520,0,0,0,0
59,7e7df600af00,0,0,0,0
60,20143cee2fa02eab,0,0,0,0
61,43ceaad24ac42,0,0,0,0
62,80018f6c650e601,0,0,0,0
63,120b6debb14ee03,0,0,0,0
64,20143cee2f802e29,0,0,0,0
65,108b0dfaeb4e200,0,0,0,0
66,142aceb280a520,0,0,0,0
67,5e7df600ad00,0,0,0,0
68,20143cee2f802e29,0,0,0,0
69,428eaad04ac02,0,0,0,0
70,80018f6c610e601,0,0,0,0
71,120b6dcb814e603,0,0,0,0
72,20153cee2fa02ea9,0,0,0,0
73,210832dfaeb4a608,0,0,0,0
74,1c22ceb288a520,0,0,0,0
75,15e7df600af00,0,0,0,0
76,20153cee2fa02ea9,0,0,0,0
77,243ceaad24ac42,0,0,0,0
78,80018f6c650e601,0,0,0,0
79,120b6dcbd14e601,0,0,0,0
80,20143cee2fb02e09,0,0,0,0
81,832dfaeb4a200,0,0,0,0
82,81c22eeb2802520,0,0,0,0
83,5e7df600af00,0,0,0,0
84,20143cee2fb02e09,0,0,0,0
85,43ceaad04ac42,0,0,0,0
86,80018f6c610e601,0,0,0,0
87,934b7debe14e601,0,0,0,0
88,20143cee2fb02e0b,0,0,0,0
89,210830dfaeb4a608,0,0,0,0
90,1c2aeeb280a500,0,0,0,0
91,5e7df600af00,0,0,0,0
92,20143cee2fb02e0b,0,0,0,0
93,43ceead24ac42,0,0,0,0
94,80818f6c610e601,0,0,0,0
95,120b6debe14e601,0,0,0,0
96,20143cee2fb02e09,0,0,0,0
97,108b2dfaeb4a200,0,0,0,0
98,1c2aceb288a500,0,0,0,0
99,15e7df600af00,0,0,0,0
100,20143cee2fb02e09,0,0,0,0
101,243ceaad24ac42,0,0,0,0
102,80018f6c650e601,0,0,0,0
103,120b6debe14e601,0,0,0,0
104,20143cee2fb02e89,0,0,0,0
105,8b2dfaeb4a608,0,0,0,0
106,1c22eeb280a520,0,0,0,0
107,5e7df600af00,0,0,0,0
108,20143cee2fb02e89,0,0,0,0
109,43ceaad24ac42,0,0,0,0
110,80018f6c6d0e601,0,0,0,0
111,8930b6debd14e603,0,0,0,0
112,20143cee2fb02ea9,0,0,0,0
113,21083adfaeb4e648,0,0,0,0
114,81c28eeb280a520,0,0,0,0
115,17e7df600af00,0,0,0,0
116,20143cee2fb02ea9,0,0,0,0
117,243ceaad24ac42,0,0,0,0
118,80018f6c650e601,0,0,0,0
119,924b6debd14e603,0,0,0,0
120,20153cee2fb02e0b,0,0,0,0
121,200832dfaeb4e608,0,0,0,0
122,1ca2ceb280a500,0,0,0,0
123,40005e7df608af00,0,0,0,0
124,20153cee2fb02e0b,0,0,0,0
125,43ceaad24ac42,0,0,0,0
126,80818f6c650e601,0,0,0,0
127,938b6debe10e603,0,0,0,0
128,20143ceeafb02e2b,0,0,0,0
129,200872dfaeb4a600,0,0,0,0
130,81c22eeb280a520,0,0,0,0
131,7e7df600af00,0,0,0,0
132,20143ceeafb02e2b,0,0,0,0
133,243ceaad24ac42,0,0,0,0
134,80018f6c650e601,0,0,0,0
135,120b7debf14e603,0,0,0,0
136,20343cee2fb02e8b,0,0,0,0
137,210832dfaeb4e600,0,0,0,0
138,81caaeeb290a520,0,0,0,0
139,5e7dfe00af00,0,0,0,0
140,20343cee2fb02e8b,0,0,0,0
141,263ceaad24ac42,0,0,0,0
142,80018f6c650e681,0,0,0,0
143,130b7debf14ee03,0,0,0,0
144,20143cee2f802e09,0,0,0,0
145,200830dfbeb4e200,0,0,0,0
146,1c22ceb2800520,0,0,0,0
147,5e7df608a500,0,0,0,0
148,20143cee2f802e09,0,0,0,0
149,263ceaa524ac42,0,0,0,0
150,80018f6c610e601,0,0,0,0
151,120b6dcbb14e603,0,0,0,0
152,20153cee2fa02e89,0,0,0,0
153,10830dfaeb4a608,0,0,0,0
154,81c22eeb2808520,0,0,0,0
155,5e7df600a700,0,0,0,0
156,20153cee2fa02e89,0,0,0,0
157,4247ceaad248c02,0,0,0,0
158,80018f6c610e601,0,0,0,0
159,130b6debb14e601,0,0,0,0
160,20143cee2fb02e89,0,0,0,0
161,10832dfaeb4e600,0,0,0,0
162,1c22eeb280a520,0,0,0,0
163,17e7df600af00,0,0,0,0
164,20143cee2fb02e89,0,0,0,0
165,4047ceaad24ac42,0,0,0,0
166,80018f6c650e601,0,0,0,0
167,8130b7dcbb14ee03,0,0,0,0
168,20143cee2fa02e0b,0,0,0,0
169,832dfaeb4e608,0,0,0,0
170,1c2aeeb280a520,0,0,0,0
171,40007e7df600af00,0,0,0,0
172,20143cee2fa02e0b,0,0,0,0
173,243ceaad04ac42,0,0,0,0
174,80018f6c650e601,0,0,0,0
175,138b6debb14e603,0,0,0,0
176,20143cee2fb02e09,0,0,0,0
177,10832dfaeb4e208,0,0,0,0
178,81ca2eeb280a500,0,0,0,0
179,5e7df600af00,0,0,0,0
180,20143cee2fb02e09,0,0,0,0
181,243ceaad24ac42,0,0,0,0
182,80018f6c610e601,0,0,0,0
183,120b6debe14e603,0,0,0,0
184,20143cee2fa02e0b,0,0,0,0
185,10830dfaeb4a600,0,0,0,0
186,81c22eeb280a520,0,0,0,0
187,15e7df600a700,0,0,0,0
188,20143cee2fa02e0b,0,0,0,0
189,4063ceaad24ac42,0,0,0,0
190,80018f6c650e601,0,0,0,0
191,120b6dcbb14e603,0,0,0,0
192,20143cee2fb02e29,0,0,0,0
193,210830dfaeb4a200,0,0,0,0
194,81c22eeb280a520,0,0,0,0
195,15e7df600af00,0,0,0,0
196,20143cee2fb02e29,0,0,0,0
197,243ceaad24ac42,0,0,0,0
198,80018f6c650e601,0,0,0,0
199,130b6debe14ee01,0,0,0,0
200,20143cee2fa02e8b,0,0,0,0
201,2108b2dfaeb4a200,0,0,0,0
202,1c22eeb2808520,0,0,0,0
203,5e7df600af00,0,0,0,0
204,20143cee2fa02e8b,0,0,0,0
205,43ceaa504ac42,0,0,0,0
206,80018f6c650e601,0,0,0,0
207,920b6debd14e603,0,0,0,0
208,20143cee2fa02e89,0,0,0,0
209,832dfaeb4e600,0,0,0,0
210,1c22ceb2908520,0,0,0,0
211,5e7df600af00,0,0,0,0
212,20143cee2fa02e89,0,0,0,0
213,4043ceaad24ac42,0,0,0,0
214,18f6c650e601,0,0,0,0
215,120b6debc14ee03,0,0,0,0
216,20343cee2fb02e29,0,0,0,0
217,200832dfaeb4e600,0,0,0,0
218,81c2aeeb288a500,0,0,0,0
219,5e7df600af00,0,0,0,0
220,20343cee2fb02e29,0,0,0,0
221,243ceaad24ac42,0,0,0,0
222,80018f6c650e601,0,0,0,0
223,930b6debf14ee03,0,0,0,0
224,20143cee2fb02e8b,0,0,0,0
225,83adfaeb4e600,0,0,0,0
226,89c22eeb280a520,0,0,0,0
227,17e7df600af00,0,0,0,0
228,20143cee2fb02e8b,0,0,0,0
229,243ceaad24ac42,0,0,0,0
230,80018f6c650e601,0,0,0,0
231,8130b6debd14e603,0,0,0,0
232,20343cee2fa02eab,0,0,0,0
233,10872dfbeb4e648,0,0,0,0
234,1c22eeb280a520,0,0,0,0
235,8007e7dff00af00,0,0,0,0
236,20343cee2fa02eab,0,0,0,0
237,243ceaad24ac42,0,0,0,0
238,80018f6c6d0e601,0,0,0,0
239,922b6debb14e603,0,0,0,0
240,20143cee2fa02e2b,0,0,0,0
241,210832dfb6b4a200,0,0,0,0
242,1caaeeb280a520,0,0,0,0
243,15e7df600af00,0,0,0,0
244,20143cee2fa02e2b,0,0,0,0
245,243ceaad24ac42,0,0,0,0
246,80018f6c650e601,0,0,0,0
247,120b7debb14e603,0,0,0,0
248,20143cee2fa02eab,0,0,0,0
249,8b2dfaeb4e60a,0,0,0,0
250,1c22eeb280a520,0,0,0,0
251,7e7df600af00,0,0,0,0
252,20143cee2fa02eab,0,0,0,0
253,43ceaad24ac42,0,0,0,0
254,80018f6c650e601,0,0,0,0
255,930b6debe14ee03,0,0,0,0
256,143ce62fa02e88,0,0,0,0
257,30dfbeb42200,0,0,0,0
258,81822eeb2808500,0,0,0,0
259,5e7de600a700,0,0,0,0
260,143ce62fa02e88,0,0,0,0
261,428eaad04ac42,0,0,0,0
262,80018f6c6502601,0,0,0,0
263,120b6deb314e201,0,0,0,0
264,20143cee2fa02e2b,0,0,0,0
265,210830dfbeb4e648,0,0,0,0
266,89c22eeb280a520,0,0,0,0
267,40005e7df700af00,0,0,0,0
268,20143cee2fa02e2b,0,0,0,0
269,2438eaad24ac42,0,0,0,0
270,80818f6c650e601,0,0,0,0
271,938b6debf14e603,0,0,0,0
272,20143cee2fb02e09,0,0,0,0
273,8b2dfaeb4e200,0,0,0,0
274,81c2aeeb2808520,0,0,0,0
275,5e7df600af00,0,0,0,0
276,20143cee2fb02e09,0,0,0,0
277,40438eaad24ac42,0,0,0,0
278,80018f6c650e601,0,0,0,0
279,130b7debc14e603,0,0,0,0
280,20143cee2fa02e29,0,0,0,0
281,210832dfaeb4e600,0,0,0,0
282,1c22eeb2802520,0,0,0,0
283,5e7df600af00,0,0,0,0
284,20143cee2fa02e29,0,0,0,0
285,243ceaad24ac42,0,0,0,0
286,80018f6c650e601,0,0,0,0
287,934b6debc14ee03,0,0,0,0
288,20143cee2fa02e09,0,0,0,0
289,1832dfaeb4a200,0,0,0,0
290,1caaceb280a500,0,0,0,0
291,5e7df600af00,0,0,0,0
292,20143cee2fa02e09,0,0,0,0
293,43ceaad24ac42,0,0,0,0
294,80018f6c650e601,0,0,0,0
295,130b6deb914ee03,0,0,0,0
296,20143ceeafb02ea9,0,0,0,0
297,108f2dfaeb4e608,0,0,0,0
298,81ca2eeb280a520,0,0,0,0
299,7e7df600af00,0,0,0,0
300,20143ceeafb02ea9,0,0,0,0
301,43ceaad24ac42,0,0,0,0
302,80818f6c650e601,0,0,0,0
303,138b7debf14ee03,0,0,0,0
304,20143cee2fb02e29,0,0,0,0
305,210832dfaeb4e600,0,0,0,0
306,1c22eeb280a520,0,0,0,0
307,7e7df600af00,0,0,0,0
308,20143cee2fb02e29,0,0,0,0
309,243ceaad24ac42,0,0,0,0
310,80018f6c650e601,0,0,0,0
311,138b7debe14ee03,0,0,0,0
312,20143cee2fb02ea9,0,0,0,0
313,2108b2dfaeb4a608,0,0,0,0
314,9caaeeb280a528,0,0,0,0
315,7e7df600af00,0,0,0,0
316,20143cee2fb02ea9,0,0,0,0
317,263ceaad24ac42,0,0,0,0
318,80018f6c650e601,0,0,0,0
319,8938b7debf14e603,0,0,0,0
320,20143cee2fb02ea9,0,0,0,0
321,10872dfaeb4e200,0,0,0,0
322,1caaeeb280a520,0,0,0,0
323,5e7df600af00,0,0,0,0
324,20143cee2fb02ea9,0,0,0,0
325,243ceaad24ac42,0,0,0,0
326,80018f6c650e601,0,0,0,0
327,120b6debe14e603,0,0,0,0
328,20143cee2fb02eab,0,0,0,0
329,832dfaeb4e648,0,0,0,0
330,81c22eeb280a500,0,0,0,0
331,5e7df600af00,0,0,0,0
332,20143cee2fb02eab,0,0,0,0
333,243ceaad24ac42,0,0,0,0
334,80018f6c650e601,0,0,0,0
335,930b7debf14e603,0,0,0,0
336,20143cee2f802e29,0,0,0,0
337,10832dfaeb4e608,0,0,0,0
338,89c2aeeb280a520,0,0,0,0
339,15e7df600af00,0,0,0,0
340,20143cee2f802e29,0,0,0,0
341,243ceaad24ac42,0,0,0,0
