Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,411028006108000,400000006008000,0,0,0
1,77f5eefffffffff7,77f5eeffcffffff7,0,0,0
2,40000000400600,40000000400600,0,0,0
3,f5bf55fffbffffff,f7bf55fffbffffff,0,0,0
4,411028006108000,400000006008000,0,0,0
5,400060004300820,40060004300020,0,0,0
6,d7c5b7fff6ffffff,97c5b7fff6ffffff,0,0,0
7,ffbed7ffffffffba,ffbe57fffdffffba,0,0,0
8,410008002008000,400000002008000,0,0,0
9,77f5eeffefffffd7,f7d5feffcffffff7,0,0,0
10,40000000400600,40000000000600,0,0,0
11,f7bf55fffbffffff,f7bf55fffbffffff,0,0,0
12,410008002008000,400000002008000,0,0,0
13,c00060000300000,400000000300000,0,0,0
14,97c5b7effefdffff,978597eef6fdffff,0,0,0
15,f7bf57ffffffffbb,f7be57fbfdffffbb,0,0,0
16,400008006008000,400000000008000,0,0,0
17,77f5eeffeffffff7,77f5feffefffffd7,0,0,0
18,40000000000200,40000000000600,0,0,0
19,f7bf55fffbffffff,f5bc15bf79fffeff,0,0,0
20,400008006008000,400000000008000,0,0,0
21,400060000300020,100000,0,0,0
22,d785b7fff6fdffff,d785b76ef2fdffff,0,0,0
23,f7be57ffffffffbb,f7ba57dbfdffffbb,0,0,0
24,410008002008000,400008002008000,0,0,0
25,77f5eeffcffffff7,77f5eeffcffffff7,0,0,0
26,40020000401600,40000000400200,0,0,0
27,f7bf55fffbffffff,f7bc55fffbffffff,0,0,0
28,410008002008000,400008002008000,0,0,0
29,c40020024300800,300000,0,0,0
30,97c5b7fffeffffff,97c5b7eff6ffffff,0,0,0
31,f7bf57fbffffffbb,f7be57dffbffffbb,0,0,0
32,2008000,2008000,0,0,0
33,77f5eeffcffffff7,77f5eeffeffffff7,0,0,0
34,40000000000200,40000000400600,0,0,0
35,f7bf55fffbffffff,f7bf55fffbffffff,0,0,0
36,2008000,2008000,0,0,0
37,400020004300000,400020000300000,0,0,0
38,d7c5b7fff6fdffff,d7c5b7eff6ffffff,0,0,0
39,f7bf57fffff7ffbb,f7bf57fbfbffffbb,0,0,0
40,0,0,0,0,0
41,ffffffffffffffff,fff5ffffffffffff,0,0,0
42,40000000c00600,40000000000200,0,0,0
43,f7bf55fffbffffff,f7bf55fffbffffff,0,0,0
44,0,0,0,0,0
45,440060004300800,400000000300000,0,0,0
46,d7c5b7fffeffffff,97c5b7fff2ffffff,0,0,0
