Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,400008006008000,0,0,0,0
1,77f5eeffeffffff7,fff5a63141bffff7,0,0,0
2,40000000000600,0,0,0,0
3,f5bf55fffbffffff,e52c103868bcf2ff,0,0,0
4,400008006008000,0,0,0,0
5,400020004300020,0,0,0,0
6,d7c5b7fff6ffffff,87851604a2fc7fff,0,0,0
7,ffbed7ffffffffba,f53a17024077fdba,0,0,0
8,400008002008000,0,0,0,0
9,77d4eeffcffffff7,fff5802140b7fef7,0,0,0
10,40000000401600,40000000000400,0,0,0
11,f7bd55fffbffffff,652c102860b6f2ff,0,0,0
12,400008002008000,0,0,0,0
13,400060000300000,0,0,0,0
14,9785b7effefdffff,87841404a2d87fff,0,0,0
15,f7bf57ffffffffbb,b71a03024073f7bb,0,0,0
16,400008002108000,0,0,0,0
17,77f5eeffcffffff7,fff5e635c1bffff7,0,0,0
18,40000000800200,0,0,0,0
19,f7be55fffbffffff,652c102868b4f2ff,0,0,0
20,400008002108000,0,0,0,0
21,400060000300020,0,0,0,0
22,d785b7eff6ffffff,9785162492dc7fff,0,0,0
23,f7be57ffffffffbb,f73a1712c077ffbb,0,0,0
24,410008002008000,0,0,0,0
25,77d5eeffcffffff7,ffd7e63143bffff7,0,0,0
26,40000000400200,0,0,0,0
27,f7bd55fffbffffff,652c102868bc72ff,0,0,0
28,410008002008000,0,0,0,0
29,800020000300000,0,0,0,0
30,9fc5b7fffeffffff,8f801604a2dc7fff,0,0,0
31,f7be57ffffffffbb,b738131260f7ffbb,0,0,0
32,2008000,0,0,0,0
33,77f5eeffeffffff7,4000000000000b6,0,0,0
34,40000000c01600,0,0,0,0
35,f5bf55fffbffffff,60000000000420f6,0,0,0
36,2008000,0,0,0,0
37,c00060000300000,0,0,0,0
38,d7c5b7fffeffffff,2001000000055b6,0,0,0
39,f7bf57ffffffffbb,a010000000102033,0,0,0
40,0,0,0,0,0
41,fff5ffffffffffff,35000020008480f7,0,0,0
42,40000000c00600,0,0,0,0
43,f7bf55fffbffffff,240000000014607e,0,0,0
44,0,0,0,0,0
45,60000300020,0,0,0,0
46,9785b7fffeffffff,2001000000055b6,0,0,0
47,f7bf57fffdffffbb,81100000000020b9,0,0,0
48,2008000,0,0,0,0
49,77f5eeffcffffff7,90,0,0,0
50,40000000c00600,0,0,0,0
51,f7bf55fffbffffff,2000000040044036,0,0,0
52,2008000,0,0,0,0
53,40060000300800,0,0,0,0
54,97c5b7fff6ffffff,6001000000055b6,0,0,0
55,f7be57ffffffffbb,110000000002038,0,0,0
56,400008002008000,0,0,0,0
57,77f5eeffcffffff7,fff7a635c7bffff7,0,0,0
58,40000000401200,0,0,0,0
59,f7bf55fffbffffff,650c102860bcfaff,0,0,0
60,400008002008000,0,0,0,0
61,20004300800,0,0,0,0
62,d7c5b7fff6fdffff,97841604a2dc7fff,0,0,0
63,f7be57dbffffffbf,f73a131a6077f5bb,0,0,0
64,41102c806188088,8000,0,0,0
65,37d5e2ffcfffffd7,ffb5802100b6fcf7,0,0,0
66,40000000401600,0,0,0,0
